text,joy,sadness,anger,fear,surprise,love,neutral
I had a chance to meet one of my friend from the high school. It was a great nostalgic moment.,1,1,0,0,0,0,0
There were so many projects due on a tight deadline at work that it was hectic and frustrating. I was in a hurry to get everything done and I wish people would give me the projects way earlier in the month/week vs. right at the last minute.,0,0,1,0,0,0,0
I was completely caught off guard today. A message arrived that stopped me in my tracks. My mind went blank for a few seconds.,0,0,0,0,1,0,0
I was helping my daughter with her homework yesterday. She has been working very hard to get prepared for college and I am very proud of her.,1,0,0,0,0,0,0
I went through my day calmly on the outside. I did some light exercise and cooked a simple dinner. Inside I was both irritated about the situation at work and nervous about the future.,0,0,1,1,0,0,1
Today my partner reminded me why I carry a warmth I cannot describe for them every single day. They sent me a message at exactly the right moment.,0,0,0,0,0,1,0
i appreciate my family so much. they're deeply supportive and always there for me.,1,1,0,0,0,0,0
I have a large project at work that has been quite difficult. Yesterday I hit a large roadblock with it and I spent most of the day troubleshooting the issues. They're still not resolved and it's very frustrating. Because of this my work was the most salient thing about my day yesterday. I love my job but it can be very frustrating when problems happen that are difficult to fix. It distracting and I need some time to myself to think through the problems.,0,0,1,1,0,0,0
News came through a channel I never would have guessed. I sat with the news for a long time before responding. I am still processing what happened.,0,0,0,0,1,0,0
I was attempting to read a book and couldn't oncentrate on it at all. I felt like I couldn't remember the last sentence I had read.,0,0,1,1,0,0,0
Time with my partner is always time well spent. We went for a walk and talked about everything and nothing. The warmth and tenderness I feel is something I hold onto.,0,0,0,0,0,1,0
"A quiet, uneventful day. I ran some errands and kept to my routine. I felt balanced and okay about everything.",0,0,0,0,0,0,1
"It was my son's birthday so I spent the whole day doing things he wanted to do. It was so much fun watching him be excited by things and having a great time. At the end of the day, when I was tucking him in, he gave me the most serious and heartfelt thank I think he's ever given.",1,0,0,0,1,0,1
"Work is good.  I like my job, I am getting promoted after the New year.  But it is also the most frustrating job.  Customers usually are horrible.",1,0,1,0,0,0,0
A message arrived that stopped me in my tracks. I needed a moment before I could say anything. I am still processing what happened.,0,0,0,0,1,0,0
I wanted to get a lot of work done in a small amount of time that I had.,0,0,0,1,0,0,0
I had to work alone today and close at work. It was stressful because I found myself the only person at work. That meant I was in control of everything. I had to answer phone calls interact with customers and solve any issues that arose. It was stressful.,0,1,1,1,0,0,0
"Out of nowhere, Someone I barely knew did something that completely surprised me. My mind went blank for a few seconds. It was genuinely shocking.",0,0,0,0,1,0,0
I went through my day calmly on the outside. I had a few meetings and wrapped up some work. Inside I was both irritated about what was said and nervous about the uncertainty ahead.,0,0,1,1,0,0,1
I went through my day calmly on the outside. I spent time at home doing some chores. Inside I was both irritated about what was said and nervous about an upcoming challenge.,0,0,1,1,0,0,1
I was completely caught off guard today. An opportunity presented itself from a completely unexpected direction. I had to read it twice before it registered.,0,0,0,0,1,0,0
Today was a fairly ordinary day. I did some light exercise and cooked a simple dinner. Nothing particularly significant happened. I felt calm and composed.,0,0,0,0,0,0,1
The work yesterday was different than most of days. I had some issues and the deadline was approaching. I almost missed it. Luckily I have the best co-workers that helped me out before I have asked for any help.,1,0,0,0,1,0,1
"we had a pretty big extracation that i performed well on. i carried out my duties pretty well, and was self directed at all of it. I felt fulfilled of myself for functioning like I've been there and done that before.",1,0,0,1,0,0,0
I exercised my legs today and felt proud.,1,0,0,0,0,0,0
I have a degenerative disease Inclusion Body Myositis in my skeletal muscles and must exercise regularly to slow down the progression of the disease and this is truly frustrating.,0,0,1,0,0,0,0
I felt very calm and relaxed yesterday while I was relaxing and reading. It was a very nice thing and I like to do it everyday.,1,0,0,0,0,0,1
"It was just an overall crappy kind of day yesterday, I believe. I was bored and frustrated all day, eating garbage food more than I should, mainly just for something to do and when my partner got home from work, I just wanted to vent to them and have some companionship. They are having a rough time at work recently and they were also frustrated and hungry and contentious, so it didn't make for a good mix. I think we ended up just frustrating each other more than anything else.",0,0,1,0,0,0,0
I cooked a real meal. It took way too much time and effort for how flavorless it was. It tool forever to clean up and I got no help.,0,0,1,1,0,0,0
Today reminded me that certainty is an illusion. A message arrived that stopped me in my tracks. It took a while before I could process what had happened. Life has a way of reminding you that you do not know everything.,0,0,0,0,1,0,0
I was enraged but also nervous. What happened was clearly unfair. The anger was on the surface but underneath there was real fear about the consequences.,0,0,1,1,0,0,0
They made time for me even when they were busy. I felt overwhelming gratitude and could not stop thinking about how fortunate I am to have my partner.,0,0,0,0,0,1,0
I miss simpler times. I carry it quietly. There is a quiet grief that comes with that kind of longing.,0,1,0,0,0,0,0
I ran for an hour and a half yesterday when I got home which was the longest workout I had done since I had ankle surgery last summer. It was very important as I love to run and it made me feel great.,1,0,0,0,0,0,0
I was with my family yesterday to spend some time with them after some time of not being able to spend time with each other. I thought it was nice for each of us to take time out of our busy schedules to eat and enjoy each others company.,1,0,0,0,0,0,1
